system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,class,random,.geo
2_1_1_0000000000000000000f_0,0.2966,0.2659,0.0574,0.0756,0.1096,0.2432,0.098925546,0.37868482,0,0.1436979345164433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890756539941671,46.68504107381368]}"
2_1_1_00000000000000000010_0,0.3117,0.2816,0.0487,0.0686,0.0798,0.2076,0.20046215,0.4446764,0,0.4985690106692957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890487045356435,46.68432242158638]}"
2_1_1_00000000000000000011_0,0.314,0.3059,0.252,0.273,0.2976,0.316,-0.0031746095,0.029986983,0,0.31613252134856684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.883210691555067,46.683963095472734]}"
2_1_1_00000000000000000013_0,0.4073,0.3021,0.0994,0.1394,0.1916,0.3296,0.1054417,0.2647736,0,0.408761897323888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.879078441248117,46.68656820979668]}"
2_1_1_00000000000000000014_0,0.2019,0.1817,0.0639,0.0824,0.0968,0.1508,0.14488234,0.21809372,0,0.226465343045004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8785394520776455,46.68764618813763]}"
2_1_1_00000000000000000017_0,0.339,0.3127,0.0814,0.087,0.1042,0.1706,0.33045524,0.24163027,0,0.6799993556090905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.871352929804689,46.68737669355239]}"
2_1_1_00000000000000000018_0,0.2834,0.2157,0.0482,0.0692,0.0665,0.2665,0.030732866,0.6006006,0,0.11337655834970672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869646130764862,46.688544503421745]}"
2_1_1_0000000000000000001a_0,0.3729,0.2227,0.0445,0.0597,0.1654,0.2254,0.24653184,0.15353122,0,0.0778066579183524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.871532592861513,46.68432242158638]}"
2_1_1_0000000000000000001d_0,0.4131,0.3521,0.0966,0.1526,0.2806,0.3825,0.03846155,0.15367211,0,0.36250279781480865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860932472508902,46.68558006298415]}"
2_1_1_0000000000000000001e_0,0.1538,0.1224,0.0339,0.0392,0.0384,0.0877,0.273706,0.39095953,0,0.5160662041979948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860123988753195,46.68800551425127]}"
2_1_1_00000000000000000020_0,0.2641,0.2432,0.0677,0.0922,0.1238,0.1833,0.18059897,0.19374797,0,0.27787819852062745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8634477553044375,46.68126814962037]}"
2_1_1_00000000000000000022_0,0.3349,0.3183,0.1352,0.1454,0.1566,0.2054,0.23968163,0.13480665,0,0.6051872849206934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874946190941167,46.68980214481951]}"
2_1_1_00000000000000000023_0,0.1948,0.153,0.0814,0.0968,0.1005,0.1846,0.026884578,0.2949842,0,0.536949166145935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.878269957492409,46.69007163940475]}"
2_1_1_00000000000000000024_0,0.173,0.1504,0.085,0.093,0.103,0.1331,0.13034953,0.12748836,0,0.30084570908152386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872790234259281,46.69034113398998]}"
2_1_1_00000000000000000026_0,0.2451,0.2464,0.0632,0.0808,0.119,0.168,0.18663764,0.1707317,0,0.24458001926516393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.853117129537063,46.68252579101814]}"
2_1_1_00000000000000000027_0,0.2109,0.1467,0.0915,0.0924,0.0891,0.1251,0.25535712,0.16806722,0,0.2545693640173292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.852578140366591,46.68171730726244]}"
2_1_1_00000000000000000028_0,0.2361,0.2158,0.0668,0.0744,0.0824,0.1415,0.25052968,0.2639571,0,0.2533486089844783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.870813940634218,46.69312591137076]}"
2_1_1_00000000000000000029_0,0.225,0.1464,0.0786,0.0958,0.0934,0.2696,-0.0901739,0.48539945,0,0.21912278501930194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865513880457912,46.691868269972986]}"
2_1_1_0000000000000000002a_0,0.2083,0.1402,0.0672,0.0841,0.0847,0.2287,-0.04668193,0.45947668,0,9.420839256085722E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884109006839187,46.68989197634792]}"
2_1_1_0000000000000000002b_0,0.2657,0.198,0.0918,0.1048,0.1326,0.1554,0.2619331,0.079166666,0,0.21726347579556193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890756539941671,46.68863433495016]}"
2_1_1_0000000000000000002f_0,0.1686,0.1522,0.0675,0.0647,0.074,0.088,0.31410754,0.08641975,0,0.178178864719316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.87737164220829,46.68962248176269]}"
2_1_1_00000000000000000030_0,0.1956,0.1746,0.07,0.08,0.1038,0.1447,0.14957389,0.16458756,0,0.5722104409530823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884019175310774,46.6867478728535]}"
2_1_1_00000000000000000031_0,0.1718,0.1404,0.0962,0.108,0.1168,0.1429,0.09183348,0.10050058,0,0.05190296092798008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.882761533913007,46.6867478728535]}"
2_1_1_00000000000000000032_0,0.3152,0.2104,0.0578,0.0948,0.1056,0.3364,-0.0325353,0.522172,0,0.015529334362878067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.879976756532236,46.68629871521144]}"
2_1_1_00000000000000000033_0,0.172,0.1496,0.0818,0.0954,0.096,0.1431,0.09171695,0.19698869,0,0.10812759055730825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.885546311293777,46.68863433495016]}"
2_1_1_00000000000000000034_0,0.2544,0.1756,0.0528,0.0824,0.0726,0.182,0.16590288,0.42969364,0,0.3599219057883384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.878988609719705,46.69204793302981]}"
2_1_1_00000000000000000036_0,0.2452,0.1673,0.0656,0.0828,0.0964,0.2156,0.0642361,0.3820513,0,0.14085128593165397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874407201770696,46.69393439512646]}"
2_1_1_00000000000000000037_0,0.2208,0.132,0.051,0.0622,0.0636,0.248,-0.058020476,0.5917843,0,0.36886550644409777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869017310065979,46.693036079842344]}"
2_1_1_00000000000000000038_0,0.1369,0.1128,0.0634,0.069,0.056,0.0658,0.35076463,0.08045978,0,0.35627786661091354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868298657838682,46.6912394492741]}"
2_1_1_0000000000000000003a_0,0.1534,0.1294,0.0622,0.067,0.0795,0.0857,0.28314516,0.037530273,0,0.18062811701232384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890217550771199,46.688993661063805]}"
2_1_1_0000000000000000003c_0,0.1635,0.1549,0.0812,0.094,0.1036,0.1194,0.15588546,0.07085201,0,0.06220997622167079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86910714159439,46.69079029163204]}"
2_1_1_0000000000000000003e_0,0.2256,0.2051,0.0478,0.0632,0.0738,0.1053,0.36355394,0.17587942,0,0.20118000783503376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864256239060145,46.689712313291096]}"
2_1_1_0000000000000000003f_0,0.1948,0.1764,0.0732,0.0816,0.0792,0.1096,0.2798949,0.16101696,0,0.07002248619898721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864076576003321,46.68486141075685]}"
2_1_1_00000000000000000041_0,0.1861,0.154,0.0414,0.056,0.0502,0.156,0.08798598,0.51309407,0,0.166516409291128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.857518874429249,46.68701736743874]}"
2_1_1_00000000000000000043_0,0.2568,0.2317,0.106,0.1156,0.1252,0.1478,0.26940188,0.08278386,0,0.14025189240361968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8747665278843435,46.68405292700115]}"
2_1_1_00000000000000000044_0,0.3109,0.3033,0.0786,0.0939,0.13,0.1759,0.27732128,0.15004905,0,0.32602751520061946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890307382299611,46.68360376935909]}"
2_1_1_00000000000000000045_0,0.2643,0.2481,0.0592,0.0768,0.1098,0.1532,0.26610777,0.16501899,0,0.41324302436993876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854644265520066,46.682795285603376]}"
2_1_1_00000000000000000046_0,0.3209,0.2935,0.0987,0.1204,0.1536,0.1888,0.25917202,0.10280374,0,0.6878092768061098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854464602463242,46.6814478126772]}"
2_1_1_00000000000000000047_0,0.1868,0.1606,0.0756,0.0808,0.0866,0.1102,0.25791246,0.11991872,0,0.37271220909078473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856620559145129,46.68010033975102]}"
2_1_1_00000000000000000048_0,0.2059,0.1638,0.0754,0.0888,0.0996,0.1484,0.16229185,0.19677417,0,0.4599174717724456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851051004383588,46.679741013637376]}"
2_1_1_00000000000000000049_0,0.253,0.2312,0.0954,0.1098,0.1388,0.2432,0.019750075,0.27329844,0,0.640570333691617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.852398477309767,46.679920676694195]}"
2_1_1_0000000000000000004a_0,0.2219,0.1975,0.0737,0.0884,0.1004,0.1396,0.22766253,0.16333331,0,0.61585655133591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851051004383588,46.67821387765437]}"
2_1_2_00000000000000000000_0,0.2986,0.2451,0.0686,0.0944,0.1018,0.2409,0.10695087,0.40589434,0,0.25926428716199945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864256239060145,46.68737669355239]}"
2_1_2_00000000000000000001_0,0.2456,0.1803,0.0713,0.0778,0.0746,0.0994,0.42376813,0.14252871,0,0.5136210958901835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875485180111639,46.68764618813763]}"
2_1_2_00000000000000000002_0,0.2462,0.1485,0.0678,0.0734,0.0759,0.0946,0.44483566,0.1096774,0,0.07951370085484188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.878000462907173,46.68863433495016]}"
2_1_2_00000000000000000003_0,0.185,0.1209,0.042,0.0443,0.0437,0.0615,0.5010142,0.16920155,0,0.46266067981556014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.88339035461189,46.68764618813763]}"
2_1_2_00000000000000000009_0,0.2364,0.216,0.0453,0.0516,0.0612,0.0902,0.44764236,0.19154558,0,0.24067631255530753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.855183254690537,46.68234612796132]}"
2_1_2_0000000000000000000b_0,0.2634,0.2426,0.0385,0.0452,0.0518,0.0925,0.48019105,0.28205127,0,0.5293576464871463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860752809452078,46.681627475734025]}"
2_1_2_0000000000000000000c_0,0.2872,0.2804,0.0422,0.0534,0.0634,0.1179,0.4179215,0.30060673,0,0.6817595764244887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86452573364538,46.68153764420561]}"
2_1_2_0000000000000000000d_0,0.2923,0.2484,0.0292,0.0374,0.0445,0.0943,0.51215726,0.35878962,0,0.39994058906709895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868927478537566,46.68818517730809]}"
2_1_2_0000000000000000000f_0,0.3327,0.3142,0.0473,0.0556,0.0684,0.1448,0.39350784,0.35834897,0,0.6187097176963046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.871442761333101,46.6874665250808]}"
2_1_2_00000000000000000010_0,0.1992,0.1332,0.0324,0.0366,0.043,0.0812,0.4208274,0.30756843,0,0.043839607423253324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875575011640051,46.68423259005797]}"
2_1_2_00000000000000000013_0,0.2413,0.146,0.0641,0.0674,0.0714,0.121,0.33204526,0.25779626,0,0.49226536112361574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8771919791514655,46.69222759608663]}"
2_1_2_00000000000000000014_0,0.072,0.0541,0.0758,0.0736,0.028,0.0247,0.48914164,-0.06261859,0,0.15068690941182794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.871263098276277,46.692586922200285]}"
2_1_2_00000000000000000016_0,0.0372,0.0269,0.0871,0.0786,0.0266,0.0163,0.3906542,-0.24009323,0,0.3445167651287241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868747815480742,46.69168860691616]}"
2_1_2_00000000000000000017_0,0.0453,0.0261,0.0876,0.0808,0.0263,0.0162,0.47317073,-0.23764704,0,0.07134002929730654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8747665278843435,46.69294624831393]}"
2_1_2_00000000000000000019_0,0.0155,0.0097,0.0186,0.0215,0.0067,0.0147,0.026490051,0.3738318,0,0.2608126159656048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.889319235487079,46.691149617745694]}"
2_1_2_0000000000000000001b_0,0.1954,0.1566,0.0682,0.0706,0.0786,0.075,0.44526625,-0.02343746,0,0.6448142448616773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890217550771199,46.689442818705864]}"
2_1_2_0000000000000000001c_0,0.1994,0.1335,0.042,0.0462,0.0441,0.0534,0.57753164,0.09538459,0,0.20360186416262527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.888600583259784,46.68935298717745]}"
2_1_2_0000000000000000001e_0,0.2143,0.1344,0.0361,0.0396,0.038,0.074,0.48664585,0.3214286,0,0.686037446288348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884827659066482,46.689981807876336]}"
2_1_2_0000000000000000001f_0,0.2972,0.2829,0.0592,0.072,0.0929,0.1418,0.35398632,0.20835109,0,0.45701726532549614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.891385360640554,46.685849557569384]}"
2_1_2_00000000000000000021_0,0.3302,0.3039,0.0575,0.0672,0.095,0.1598,0.3477551,0.2543171,0,0.2712446899362754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890936202998494,46.68234612796132]}"
2_1_2_00000000000000000023_0,0.2301,0.194,0.038,0.0464,0.0513,0.1089,0.35752213,0.35955057,0,0.05733252174895542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866502027270443,46.68558006298415]}"
2_1_2_00000000000000000024_0,0.2753,0.2561,0.048,0.059,0.0756,0.145,0.31001666,0.31459656,0,0.4962025198662814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.852847634951827,46.68001050822261]}"
2_1_2_00000000000000000025_0,0.2243,0.2068,0.0448,0.0622,0.0744,0.0934,0.4120239,0.11323004,0,0.05743338006302279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851320498968824,46.679741013637376]}"
2_1_2_00000000000000000026_0,0.2482,0.207,0.0536,0.0586,0.0849,0.1338,0.29947644,0.22359397,0,0.4350915383336602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851500162025648,46.67812404612596]}"
2_1_2_00000000000000000027_0,0.2014,0.1662,0.0533,0.061,0.072,0.1083,0.3006135,0.20133114,0,0.03715177232672762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851949319667708,46.67785455154072]}"
2_1_2_00000000000000000028_0,0.3251,0.2977,0.0705,0.0832,0.103,0.1622,0.33429098,0.22322777,0,0.26032362470308745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.855183254690537,46.679920676694195]}"
2_1_2_00000000000000000029_0,0.2755,0.2539,0.0398,0.0467,0.0646,0.125,0.37578028,0.3185654,0,0.3423681301584176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.858866347355428,46.681357981148786]}"
2_1_2_0000000000000000002b_0,0.2111,0.1876,0.0594,0.0622,0.0736,0.1424,0.1943423,0.3185185,0,0.30271029687864404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859764662639547,46.682795285603376]}"
2_1_2_0000000000000000002c_0,0.2368,0.1742,0.081,0.0811,0.0907,0.1259,0.30576235,0.16251154,0,0.5385650925124768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.863986744474909,46.683064780188616]}"
2_1_2_0000000000000000002d_0,0.1948,0.1764,0.0732,0.0816,0.0792,0.1096,0.2798949,0.16101696,0,0.2935180555864999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864076576003321,46.68486141075685]}"
2_1_2_00000000000000000030_0,0.3719,0.2228,0.052,0.0645,0.187,0.2582,0.18044756,0.15992808,0,0.10501235171155465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873419054958164,46.68378343241591]}"
2_1_2_00000000000000000031_0,0.2386,0.1797,0.113,0.114,0.1166,0.1627,0.18913531,0.16505548,0,0.2228777353376481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875664843168463,46.6867478728535]}"
2_1_2_00000000000000000032_0,0.3221,0.3051,0.1414,0.1522,0.1664,0.2208,0.18659055,0.14049587,0,0.6011122193281744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875036022469579,46.689712313291096]}"
2_1_2_00000000000000000033_0,0.2363,0.2235,0.0517,0.0538,0.0634,0.0928,0.4360377,0.18822022,0,0.12917708362329738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868927478537566,46.69052079704681]}"
2_1_2_00000000000000000035_0,0.2341,0.2,0.0568,0.073,0.0913,0.1451,0.23470464,0.22758035,0,0.25338121800498525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874946190941167,46.691149617745694]}"
2_1_2_00000000000000000036_0,0.2276,0.2062,0.0681,0.0836,0.1096,0.1595,0.17592351,0.18543293,0,0.5880013757973418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872610571202457,46.690880123160454]}"
2_1_2_00000000000000000037_0,0.246,0.2206,0.0816,0.085,0.0916,0.1188,0.34868422,0.12927756,0,0.3553982856580856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872790234259281,46.69016147093316]}"
2_1_2_00000000000000000038_0,0.2637,0.1923,0.0676,0.0736,0.0854,0.11,0.4112925,0.12589559,0,0.6128347093930242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860213820281607,46.68791568272286]}"
2_1_2_00000000000000000039_0,0.2451,0.2464,0.0561,0.06,0.0824,0.1323,0.29888713,0.23241733,0,0.5738524921204895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.853027298008651,46.68252579101814]}"
2_1_2_0000000000000000003a_0,0.2977,0.2669,0.0718,0.0863,0.0973,0.1836,0.23706627,0.30722675,0,0.19292091517199217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854913760105302,46.68171730726244]}"
2_1_2_0000000000000000003b_0,0.2719,0.2383,0.0417,0.0504,0.0868,0.1628,0.2509777,0.30448717,0,0.3269904222906256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861830787793022,46.684502084643206]}"
2_1_2_0000000000000000003c_0,0.1903,0.1844,0.0939,0.1006,0.1146,0.1318,0.18162064,0.06980517,0,0.5763517430828873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8709936036910415,46.690880123160454]}"
2_1_2_0000000000000000003d_0,0.1693,0.1448,0.0772,0.0882,0.0924,0.1261,0.14624238,0.15423343,0,0.6549319604571654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.879707261947001,46.68908349259222]}"
2_1_2_0000000000000000003e_0,0.1793,0.1385,0.0482,0.0588,0.0607,0.0916,0.32373568,0.20288904,0,0.4139284491768851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.882761533913007,46.688724166478565]}"
2_1_2_0000000000000000003f_0,0.2402,0.1772,0.0616,0.0581,0.0674,0.0846,0.47906402,0.1131579,0,0.6098189645098282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884109006839187,46.68962248176269]}"
2_1_2_00000000000000000040_0,0.2766,0.1961,0.0857,0.1064,0.1362,0.1552,0.28114867,0.0652025,0,0.6484268679617902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887702267975665,46.688993661063805]}"
2_1_2_00000000000000000041_0,0.1666,0.148,0.0698,0.0739,0.0906,0.1078,0.21428573,0.086693555,0,0.08861070366810875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884647996009658,46.687286862023974]}"
2_1_2_00000000000000000042_0,0.2191,0.194,0.1102,0.1304,0.1396,0.1613,0.15194531,0.072117016,0,0.15946531253168628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.888780246316608,46.68432242158638]}"
2_1_2_00000000000000000045_0,0.2233,0.1973,0.0782,0.0966,0.1158,0.1416,0.22389695,0.10023309,0,0.1638013373828051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.88383951225395,46.68656820979668]}"
2_1_2_00000000000000000046_0,0.2764,0.2506,0.0529,0.0614,0.079,0.1483,0.30162466,0.30488342,0,0.32843093617275254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865783375043148,46.68881399800698]}"
2_1_2_00000000000000000047_0,0.2075,0.1472,0.053,0.0561,0.0653,0.1309,0.22635934,0.33435267,0,0.5041643612981658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8736885495434,46.69429372124011]}"
2_1_2_00000000000000000048_0,0.2394,0.2062,0.0634,0.0662,0.081,0.1072,0.3814195,0.13921359,0,0.27587390476603335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890307382299611,46.688544503421745]}"
2_1_2_00000000000000000049_0,0.1798,0.1614,0.0568,0.0648,0.0702,0.0947,0.3100182,0.14857487,0,0.3178360270187446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887073447276781,46.68818517730809]}"
2_1_2_0000000000000000004a_0,0.2291,0.1735,0.0389,0.048,0.051,0.1283,0.28203696,0.43112102,0,0.30845527093372316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890307382299611,46.68629871521144]}"
2_2_1_0000000000000000004c_0,0.1875,0.0776,0.0145,0.0396,0.0163,0.3884,-0.34884527,0.9194465,1,0.6859751245384256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867130847969327,46.69411405818329]}"
2_2_1_0000000000000000004d_0,0.1577,0.0647,0.0177,0.0333,0.01645,0.40895,-0.44339538,0.922661,1,0.6548019647885316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867939331725035,46.699683612944824]}"
2_2_1_0000000000000000004e_0,0.2624,0.149,0.0334,0.062,0.0548,0.3124,-0.086986795,0.7015251,1,0.1962263951124239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880515745702708,46.69132928080251]}"
2_2_1_0000000000000000004f_0,0.2427,0.1142,0.0337,0.071,0.0358,0.432,-0.28056917,0.84694314,1,0.06525778586957975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8587765158270155,46.6852207368705]}"
2_2_1_00000000000000000051_0,0.2026,0.1543,0.0423,0.0693,0.0488,0.2973,-0.1894379,0.7180006,1,0.5706661471562754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.855362917747361,46.68342410630226]}"
2_2_1_00000000000000000052_0,0.2222,0.1711,0.045,0.0775,0.0607,0.3657,-0.24408913,0.7152908,1,0.2679413812820448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856620559145129,46.683064780188616]}"
2_2_1_00000000000000000053_0,0.1653,0.1284,0.029,0.0444,0.0333,0.2788,-0.2555731,0.78660685,1,0.26457983231372684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.85850702124178,46.68378343241591]}"
2_2_1_00000000000000000054_0,0.2423,0.177,0.0625,0.0782,0.1008,0.2194,0.049599305,0.3703935,1,0.21636970722784477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859495168054312,46.68378343241591]}"
2_2_1_00000000000000000055_0,0.2528,0.2038,0.0396,0.0544,0.0504,0.3703,-0.18857329,0.76039934,1,0.5784265193823679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860034157224783,46.683244443245435]}"
2_2_1_00000000000000000056_0,0.2098,0.1501,0.0242,0.0391,0.0314,0.305,-0.18492618,0.8133175,1,0.003231148179168475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860752809452078,46.68270545407497]}"
2_2_1_00000000000000000058_0,0.1742,0.074,0.0156,0.0314,0.0151,0.4175,-0.4111881,0.93018955,1,0.5073068133012509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854284939406418,46.67740539389866]}"
2_2_1_00000000000000000059_0,0.2372,0.1124,0.0458,0.0764,0.0554,0.5777,-0.4178427,0.8249882,1,0.5004090961183701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8587765158270155,46.678483372239604]}"
2_2_1_0000000000000000005a_0,0.1594,0.0697,0.0134,0.0224,0.0129,0.2385,-0.19879366,0.8973747,1,0.20546331970052356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856710390673541,46.677585056955486]}"
2_2_1_0000000000000000005b_0,0.1947,0.0849,0.0188,0.0367,0.0174,0.4875,-0.42919967,0.93107545,1,0.09704220755258752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8550035916337135,46.67794438306913]}"
2_2_1_0000000000000000005c_0,0.2422,0.1763,0.036,0.0632,0.0496,0.3485,-0.179956,0.7508164,1,0.6230629346201483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854015444821182,46.6792020244669]}"
2_2_1_0000000000000000005d_0,0.2059,0.1264,0.0284,0.062,0.0363,0.4075,-0.32865992,0.8364128,1,0.3239947088956482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8532069610654744,46.68054949739308]}"
2_2_1_0000000000000000005e_0,0.2196,0.103,0.0303,0.0678,0.0286,0.4383,-0.33242133,0.8774898,1,0.12224653226388349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887163278805192,46.68459191617162]}"
2_2_1_00000000000000000060_0,0.2835,0.229,0.0417,0.0611,0.057,0.2481,0.066591404,0.626352,1,0.3416486875711545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.891205697583731,46.683513937830675]}"
2_2_1_00000000000000000062_0,0.2259,0.1512,0.0302,0.0539,0.0388,0.3617,-0.2311096,0.80624217,1,0.10943731517459665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856081569974657,46.68198680184767]}"
2_2_1_00000000000000000063_0,0.2429,0.1616,0.039,0.0654,0.054,0.3164,-0.13141425,0.7084233,1,0.6891184069475107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859046010412252,46.68189697031926]}"
2_2_1_00000000000000000065_0,0.3012,0.2588,0.0442,0.0596,0.0722,0.2286,0.13703285,0.5199468,1,0.3061837407779152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.858327358184956,46.68126814962037]}"
2_2_1_00000000000000000066_0,0.2181,0.1248,0.0252,0.04,0.0286,0.2941,-0.14837952,0.82274556,1,0.058315558488580166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.870903772162629,46.68459191617162]}"
2_2_1_00000000000000000067_0,0.2513,0.1278,0.0289,0.0597,0.0415,0.3852,-0.21036918,0.80548394,1,0.1790424704942899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872430908145632,46.684502084643206]}"
2_2_1_00000000000000000068_0,0.2535,0.1275,0.0284,0.0606,0.0418,0.4239,-0.25155002,0.8204853,1,0.6115347486125717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873329223429752,46.68459191617162]}"
